5 41 2 0 0 1 0 0 0 0 0 40 0 0 0 1 0 0 5 1 1 8 0 0 0 0 0 0 0 1 0 5 2 3 0 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 99 2 93819
2 28 2 0 0 0 0 0 0 0 1 40 0 0 0 1 0 0 3 2 0 1 1 0 0 0 0 0 0 0 0 5 3 5 6 1 2 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 2 0 0 0 0 1 0 4 0 95708
99 25 0 1 1 0 0 0 1 0 0 7 0 0 0 1 0 0 4 2 1 8 0 0 0 0 0 0 0 0 1 5 0 99 6 4 2 1 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 1 2 1 1 1 0 0 0 0 1 1 99 2 97218
29 28 0 0 0 0 1 0 0 0 0 11 0 0 0 1 0 0 4 4 0 6 0 0 0 0 0 0 0 0 1 5 2 99 2 1 2 1 2 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 4 2 91627
15 17 0 0 0 0 0 1 1 0 1 50 0 0 0 1 0 0 1 5 1 1 0 0 1 0 0 0 0 0 0 6 3 5 6 1 2 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 1 1 1 0 0 0 0 1 0 4 2 49906
99 55 2 1 0 0 0 0 1 1 0 48 0 0 0 1 0 0 2 1 1 7 0 0 0 1 0 0 0 0 0 5 2 3 6 1 3 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 1 1 0 0 0 0 1 1 4 3 89941
99 53 2 0 1 0 1 0 0 0 1 33 0 0 0 1 0 0 3 1 1 0 0 0 0 0 0 0 0 0 1 5 99 1 2 1  1 2 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 0 0 1 0 99 0 96052
99 25 0 0 1 0 0 0 0 0 0 4 0 0 0 1 0 0 1 6 1 4 0 0 0 0 0 0 0 0 1 5 2 5 98 1  1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 2 1 2 2 0 0 0 0 1 0 4 0 90393
99 32 2 1 1 0 1 0 1 0 0 34 0 0 0 1 0 0 3 1 1 3 0 0 0 0 0 0 0 0 1 5 99 3 1 1 2 1 2 1 0 1 0 0 1 1 1 0 0 0 0 0 1 1 0 1 0 1 1 1 1 1 1 0 0 0 0 1 0 4 1 90848
28 65 0 0 0 0 0 0 0 0 1 51 0 0 0 1 0 0 0 1 1 2 1 0 0 0 0 0 0 0 0 6 99 3 0 1 2 1 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 2 2 0 0 0 0 1 0 4 2 91074
17 49 0 0 0 0 0 0 1 0 0 15 0 0 0 1 0 0 5 4 0 6 0 0 0 0 0 1 0 0 0 5 0 3 2 1 2 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 4 4 97014
20 27 0 0 1 0 1 0 0 0 0 11 0 0 0 1 0 0 7 2 1 4 0 0 0 0 0 0 0 0 1 5 1 5 1 4  1 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 2 1 1 1 0 0 0 0 1 0 4 1 98875
16 55 98 0 0 1 0 0 0 0 0 40 0 0 0 1 0 0 5 1 1 4 0 0 0 0 0 0 0 0 1 5 3 4 1 4  2 0 2 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 99 1 90366
99 27 0 1 1 0 0 0 1 0 0 30 0 0 0 1 0 0 4 3 0 0 0 0 0 1 0 0 0 0 0 5 0 99 6 1 2 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 4 1 1 0 0 0 0 0 1 99 3 95752
1 33 0 0 1 0 0 0 0 0 0 8 0 0 0 1 0 0 7 6 1 8 0 0 0 0 0 0 1 0 0 5 99 3 1 1 3 1 2 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1 2 2 0 0 0 0 1 0 3 3 44635
1 25 0 0 1 0 0 0 0 0 0 35 0 0 0 1 0 0 1 1 1 3 0 0 0 0 0 0 0 0 1 5 99 5 2 1  1 2 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 1 0 0 0 0 6 2 91474
16 44 0 0 1 0 0 0 1 1 0 12 0 0 0 1 0 0 5 1 0 5 0 0 0 0 0 0 0 0 1 5 3 6 1 4  1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 2 0 0 0 0 1 1 4 1 92891
26 63 98 1 0 0 0 0 0 0 0 40 0 0 0 1 0 0 2 1 1 5 0 0 0 0 0 0 0 0 1 5 2 3 1 4 1 1 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 4 2 84541
15 18 2 0 1 0 0 0 0 0 0 43 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 5 3 5 2 2 3 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 2 0 0 1 0 0 0 3 2 90923
19 30 98 0 1 0 1 0 0 0 1 35 0 0 0 1 0 0 1 1 0 2 0 0 0 0 0 0 0 0 1 5 99 99 4 2 2 1 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 2 1 1 1 0 0 0 0 1 0 4 2 96059
28 63 0 0 1 0 0 0 0 0 1 50 0 0 1 0 0 0 1 2 1 6 0 0 1 0 0 0 0 0 0 6 99 5 2 1 3 1 2 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 2 0 0 0 0 1 0 99 2 91078
3 34 2 0 0 0 0 0 1 0 0 54 0 0 0 1 0 0 5 2 1 5 0 0 0 0 0 0 0 0 1 3 3 3 4 4 2 1 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 1 1 0 0 0 0 0 1 99 3 93933
17 39 0 1 1 0 0 0 1 0 0 20 0 0 0 1 0 0 3 2 1 6 0 0 0 0 0 0 0 1 0 5 0 5 6 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 1 0 0 0 0 1 1 4 3 98516
99 33 0 1 1 0 0 0 1 0 0 32 0 0 0 1 0 0 4 1 1 6 0 0 0 0 0 1 1 0 0 5 0 3 2 1 2 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 1 1 1 0 0 0 0 1 0 99 3 98755
99 60 98 0 0 1 0 0 0 0 0 6 0 0 1 0 0 0 3 1 1 1 0 0 0 0 0 0 0 0 1 5 99 1 98 2  1 2 1 0 1 0 0 1 0 1 0 1 0 0 0 1 1 0 0 0 1 0 2 1 1 2 0 0 0 0 1 0 4 0 91207
99 26 2 0 0 0 0 0 1 0 0 36 0 0 0 1 0 0 3 1 0 5 0 0 0 1 0 0 0 0 0 5 99 3 98 1 2 1 2 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 2 2 0 0 0 0 1 0 99 1 97026
24 35 0 1 1 0 0 0 1 0 1 20 0 0 0 1 0 0 2 5 0 5 0 0 0 0 1 0 0 0 0 5 2 5 1 1  1 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 4 1 91156
14 50 0 0 1 0 0 0 0 1 0 20 0 0 1 0 0 0 1 1 0 4 0 0 0 1 0 0 0 0 0 5 99 3 0 1  1 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 1 1 93448
18 40 98 0 0 0 1 0 0 0 0 29 0 0 0 1 0 0 3 2 1 0 0 0 0 1 0 0 0 0 0 5 99 5 2 1 2 1 0 6 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 2 0 1 0 0 0 0 99 1 98006
6 29 98 0 0 0 1 0 0 0 0 8 0 0 0 1 0 0 4 1 0 0 0 0 0 0 0 0 0 1 0 5 2 3 99 3 1 1 1 1 0 0 0 0 1 1 1 0 0 0 0 1 1 0 1 1 0 0 0 1 1 2 1 0 0 0 0 1 0 99 1 95521
7 27 2 0 0 0 0 0 1 0 0 55 0 0 0 1 0 0 4 1 0 3 0 0 1 0 0 0 0 0 0 4 2 5 6 1 2 1 1 1 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 2 0 0 0 0 0 1 99 2 603
99 23 0 0 1 0 0 0 0 0 1 19 0 0 0 1 0 0 4 0 0 5 0 0 0 0 0 0 0 0 1 5 2 5 4 1 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 4 1 2 0 0 0 0 1 1 99 1 97575
2 19 98 1 0 0 0 0 0 0 0 7 0 0 0 1 0 0 3 5 0 4 0 1 0 0 0 0 0 0 0 5 3 99 1 4 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 2 1 0 0 0 1 1 0 4 1 97400
2 17 2 1 0 0 0 0 0 0 0 35 0 0 0 1 0 0 3 2 0 8 0 0 0 0 0 0 0 0 1 5 3 5 6 4 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 1 1 2 0 0 1 1 0 0 99 2 96769
99 45 98 0 0 1 0 0 0 0 0 35 0 0 0 1 0 0 5 1 0 6 0 0 0 0 0 0 0 0 1 5 0 3 6 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 1 1 2 2 0 0 0 0 1 0 4 2 94724
99 34 2 0 1 0 0 0 0 1 0 57 0 0 0 0 0 1 4 1 1 3 0 0 0 0 0 0 0 0 1 6 2 3 6 1 2 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 2 2 0 0 0 0 1 0 99 2 96543
99 31 98 0 1 0 0 0 0 0 0 10 0 0 0 1 0 0 3 2 0 3 0 0 0 1 0 0 1 0 0 5 0 3 0 4 2 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 0 0 1 0 4 3 98661
99 59 2 1 1 0 0 0 1 0 0 29 0 0 0 1 0 0 4 1 1 3 1 0 0 0 0 0 0 0 0 5 1 99 4 1  1 2 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 1 1 2 0 0 0 0 1 0 99 1 92966
32 37 0 0 1 0 0 0 0 0 0 7 0 0 0 1 0 0 7 1 1 0 0 0 0 0 0 0 0 0 1 5 2 5 98 1  1 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 2 0 0 0 0 1 0 4 0 91195
10 55 0 0 1 0 0 0 1 0 0 48 0 0 0 1 0 0 5 1 0 6 0 0 1 0 0 0 0 0 0 5 2 99 1 4 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 3 1 2 0 0 0 0 1 0 4 2 91589
15 17 2 0 0 0 1 0 0 1 1 30 0 0 0 1 0 0 1 1 1 6 0 0 0 0 0 0 1 0 0 5 3 5 1 1 2 1 2 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 2 1 1 2 0 0 1 0 0 0 4 2 99874
99 54 0 1 1 0 0 1 1 0 0 45 0 0 0 1 0 0 3 0 1 4 0 0 0 1 0 0 0 0 0 5 0 3 1 1 2 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 2 2 0 0 0 0 1 0 4 2 91334
99 41 0 0 0 0 1 0 0 0 0 28 0 0 0 1 0 0 1 2 1 8 0 0 0 0 0 0 0 0 1 5 1 3 2 1  1 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 1 0 1 1 2 2 0 0 0 0 1 0 5 1 98913
8 24 0 1 1 0 0 0 1 0 0 11 0 0 0 1 0 0 4 1 0 3 0 0 0 0 0 0 0 0 1 5 2 5 1 1 2 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 0 0 1 0 4 2 94397
20 40 98 0 0 1 0 0 0 0 0 40 0 0 0 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 5 1 5 6 2  1 2 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 2 2 0 0 0 0 1 0 4 0 90553
99 55 0 0 0 0 1 0 0 0 0 29 0 1 0 0 0 0 5 1 1 0 0 0 0 0 0 0 0 0 1 5 99 3 2 1 2 1 2 99 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 4 2 91900
7 37 1 0 0 0 0 0 1 0 0 58 0 0 0 0 1 0 1 6 1 0 0 0 0 0 1 0 0 0 0 4 2 1 4 1 1 10 4 5 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0 1 0 4 1 95573
12 31 2 0 1 0 0 0 1 0 0 8 0 0 0 1 0 0 5 1 1 5 1 0 0 0 0 0 0 0 0 5 2 1 1 4 2 1 3 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 99 2 97712
2 23 0 0 1 0 0 0 0 0 0 38 0 0 0 1 0 0 3 3 1 1 0 0 0 0 0 0 0 0 1 5 3 5 2 1  1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 99 2 96950
31 28 2 0 1 0 0 0 0 0 0 16 0 0 0 1 0 0 1 6 1 2 1 0 0 0 0 0 0 0 1 5 99 5 1 3  1 2 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 1 0 1 1 2 2 0 0 0 0 1 0 4 0 91361
17 44 0 1 1 0 0 0 1 0 0 42 0 0 0 1 0 0 5 1 1 8 0 0 1 0 0 0 0 0 0 5 0 3 99 4 2 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 99 4 95663
2 24 2 0 0 0 0 0 1 0 0 7 0 0 0 1 0 0 3 2 1 7 0 0 0 0 0 0 0 0 1 5 3 5 2 4 2 1 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 4 4 92303
2 23 0 0 0 0 0 0 1 0 0 23 0 0 0 1 0 0 4 3 1 2 0 1 0 0 0 0 0 0 0 5 3 5 6 2 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 1 0 0 4 1 92675
8 36 0 1 1 0 0 0 0 1 1 22 0 0 0 1 0 0 3 1 0 3 0 0 0 0 0 0 0 1 0 5 99 1 98 1  1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 2 2 0 0 0 0 1 0 4 0 97423
2 20 2 0 0 1 0 0 0 0 0 59 0 0 0 1 0 0 3 2 1 1 0 0 0 0 0 0 0 0 1 4 3 5 6 4 2 9 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 1 1 0 99 3 94184
99 0 2 0 0 1 0 0 0 0 0 14 0 0 0 1 0 0 3 1 1 2 1 0 0 0 0 0 0 0 0 5 0 5 1 4  1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 0 0 1 0 1 2 92813
2 20 98 1 0 0 0 0 0 0 0 43 0 0 0 0 0 1 1 6 0 0 0 0 0 0 0 0 0 0 1 5 3 5 1 4 2 1 0 4 0 1 0 0 1 1 1 1 0 0 0 0 0 1 1 1 1 1 0 1 1 2 2 0 0 0 1 0 0 1 2 97214
99 48 2 0 0 1 0 0 0 0 0 20 0 0 0 1 0 0 3 1 1 5 0 0 0 0 0 0 1 0 0 5 99 6 4 1 2 1 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 0 0 1 0 99 2 91682
99 69 98 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 4 6 1 0 0 0 0 0 0 0 0 0 1 5 2 6 1 1 2 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 1 0 1 0 2 2 0 0 0 0 1 0 4 2 95727
31 45 98 0 1 0 0 0 0 0 0 28 0 0 0 0 1 0 3 1 1 0 0 0 0 0 0 0 0 0 1 5 99 3 1 1  1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 1 1 2 2 0 0 0 0 1 0 99 1 90516
7 28 98 0 0 1 0 0 0 0 0 21 0 0 0 1 0 0 5 2 0 7 0 0 0 0 0 1 0 0 0 5 2 5 1 4 2 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 2 0 0 0 0 0 1 99 3 96174
20 30 2 0 1 0 0 0 0 1 0 5 0 0 0 1 0 0 3 1 0 6 0 0 0 0 0 0 0 0 1 5 1 3 6 1 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 2 3 91092
5 23 2 0 0 1 0 0 0 0 0 18 0 0 0 1 0 0 4 4 0 8 1 0 0 0 0 0 0 0 0 5 2 5 1 1 2 1 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 0 0 0 0 1 1 99 3 97966
31 25 1 0 1 0 0 0 0 0 0 43 0 0 0 1 0 0 1 2 1 2 0 0 0 0 0 0 0 0 1 5 99 3 2 4 2 1 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 2 0 0 0 0 1 0 1 0 91737
16 42 2 0 0 1 0 0 0 0 0 59 0 0 0 1 0 0 5 2 1 2 0 0 0 0 0 0 0 0 1 4 3 3 6 4 2 9 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 0 0 1 0 1 2 95734
2 21 2 1 1 0 1 0 1 0 1 11 0 0 0 1 0 0 3 1 1 6 0 0 0 0 0 0 0 0 1 5 3 5 2 4 2 1 1 1 0 1 1 0 1 1 1 0 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 0 0 4 2 96096
99 42 98 0 0 1 0 0 0 0 0 28 0 0 0 1 0 0 3 1 1 4 0 0 0 0 0 0 0 1 0 5 2 5 2 1 3 1 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 1 2 0 0 0 0 1 0 4 1 93607
2 21 2 0 0 1 0 0 0 0 0 35 1 0 0 0 0 0 3 2 0 5 0 0 0 0 0 0 1 0 1 5 3 5 0 1 3 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 2 0 0 0 1 0 0 4 2 97596
10 28 0 1 0 0 0 0 1 1 0 41 0 0 0 1 0 0 3 6 1 5 0 0 0 0 0 0 0 0 1 5 99 3 98 1 5 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 2 2 0 0 0 1 0 0 99 0 91336
99 23 0 0 1 0 0 0 1 0 0 5 0 0 0 1 0 0 3 2 1 6 0 0 0 1 0 0 0 0 0 5 0 3 6 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 2 3 93737
15 17 2 0 1 0 0 0 0 0 0 45 0 0 0 1 0 0 1 2 1 6 0 0 0 0 0 0 0 0 1 5 3 5 99 2 2 1 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 2 1 2 2 0 0 1 0 0 0 1 0 96321
99 47 2 1 0 0 1 0 0 0 0 45 0 0 0 1 0 0 4 6 1 4 0 0 0 0 0 0 0 1 0 5 99 1 6 3 2 1 2 1 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 2 0 0 0 0 1 0 1 1 99751
99 43 2 0 0 1 0 0 0 0 0 25 0 0 0 1 0 0 3 2 1 0 0 1 0 0 0 0 0 0 0 5 0 5 1 1 4 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 0 0 0 1 2 4 79509
2 20 98 1 0 0 0 0 1 1 0 20 0 0 0 0 0 1 3 2 0 6 0 0 0 0 0 0 0 0 1 5 3 5 5 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0 1 0 0 1 2 97192
29 44 1 0 0 0 1 0 1 0 0 11 0 0 0 1 0 0 4 4 0 6 0 0 0 0 0 0 0 0 1 5 2 5 2 1 2 1 1 1 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 1 0 0 1 1 1 1 1 0 1 0 0 1 1 99 3 99211
27 38 98 0 0 1 0 0 0 0 0 4 0 0 0 1 0 0 4 2 1 0 0 0 0 0 0 0 0 0 1 5 0 3 1 4  1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 1 1 1 0 0 0 0 1 0 99 3 98182
2 26 0 0 1 0 1 0 1 0 0 40 0 0 0 1 0 0 4 1 1 2 0 0 0 0 0 0 0 1 0 5 3 5 99 1 1 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 1 2 1 0 0 0 0 1 0 99 2 95740
